# format: as|source|type
# date: 20150802
# name: as2type
# exe: type-convert-amogh.pl
# files: /project/as2org/20150801/asclass/exp-sets/20150801.merged.class.txt
# types: Content|Enterpise|Transit/Access
53834|CAIDA_class|Enterpise
53836|CAIDA_class|Transit/Access
53837|peerDB_class|Content
53838|CAIDA_class|Enterpise
53839|CAIDA_class|Enterpise
53840|CAIDA_class|Enterpise
53841|peerDB_class|Content
53842|CAIDA_class|Enterpise
53844|CAIDA_class|Transit/Access
53845|CAIDA_class|Enterpise
53847|CAIDA_class|Enterpise
53850|CAIDA_class|Content
53851|CAIDA_class|Enterpise
53854|CAIDA_class|Enterpise
53855|CAIDA_class|Enterpise
53857|CAIDA_class|Enterpise
53858|CAIDA_class|Enterpise
53859|CAIDA_class|Enterpise
53861|peerDB_class|Content
53862|CAIDA_class|Transit/Access
53865|CAIDA_class|Enterpise
53867|CAIDA_class|Enterpise
53868|CAIDA_class|Enterpise
53869|peerDB_class|Content
53871|peerDB_class|Enterpise
53872|CAIDA_class|Enterpise
53873|CAIDA_class|Enterpise
53874|CAIDA_class|Enterpise
53875|CAIDA_class|Enterpise
53877|CAIDA_class|Transit/Access
53878|CAIDA_class|Enterpise
53880|CAIDA_class|Enterpise
53881|CAIDA_class|Enterpise
53882|CAIDA_class|Enterpise
53883|CAIDA_class|Enterpise
53884|CAIDA_class|Transit/Access
53885|CAIDA_class|Enterpise
53886|CAIDA_class|Enterpise
53887|CAIDA_class|Enterpise
53888|CAIDA_class|Enterpise
53889|peerDB_class|Content
53890|CAIDA_class|Enterpise
53893|CAIDA_class|Enterpise
53894|CAIDA_class|Enterpise
53895|CAIDA_class|Enterpise
53896|CAIDA_class|Enterpise
53897|CAIDA_class|Enterpise
53898|CAIDA_class|Enterpise
53899|CAIDA_class|Enterpise
53900|CAIDA_class|Enterpise
53901|peerDB_class|Enterpise
53902|CAIDA_class|Content
53903|CAIDA_class|Transit/Access
53904|CAIDA_class|Enterpise
53905|CAIDA_class|Enterpise
53906|CAIDA_class|Enterpise
53907|CAIDA_class|Content
53908|CAIDA_class|Enterpise
53909|CAIDA_class|Enterpise
53911|CAIDA_class|Enterpise
53913|CAIDA_class|Enterpise
53914|CAIDA_class|Enterpise
53915|CAIDA_class|Enterpise
53916|CAIDA_class|Enterpise
53918|CAIDA_class|Enterpise
53919|CAIDA_class|Enterpise
53922|peerDB_class|Content
53923|CAIDA_class|Enterpise
53924|CAIDA_class|Transit/Access
53925|CAIDA_class|Enterpise
53926|CAIDA_class|Enterpise
53927|CAIDA_class|Enterpise
53928|CAIDA_class|Transit/Access
53929|CAIDA_class|Enterpise
53930|CAIDA_class|Enterpise
53931|CAIDA_class|Enterpise
53934|CAIDA_class|Enterpise
53936|CAIDA_class|Enterpise
53937|CAIDA_class|Enterpise
53938|CAIDA_class|Enterpise
53940|CAIDA_class|Enterpise
53941|CAIDA_class|Enterpise
53942|CAIDA_class|Transit/Access
53943|CAIDA_class|Enterpise
53944|CAIDA_class|Transit/Access
53945|CAIDA_class|Enterpise
53946|CAIDA_class|Enterpise
53947|CAIDA_class|Enterpise
53948|peerDB_class|Transit/Access
53949|CAIDA_class|Transit/Access
53951|CAIDA_class|Enterpise
53952|CAIDA_class|Enterpise
53953|CAIDA_class|Enterpise
53954|CAIDA_class|Enterpise
53955|CAIDA_class|Enterpise
53956|CAIDA_class|Transit/Access
53957|CAIDA_class|Enterpise
53958|CAIDA_class|Enterpise
53959|CAIDA_class|Transit/Access
53960|CAIDA_class|Enterpise
53962|CAIDA_class|Enterpise
53963|CAIDA_class|Enterpise
53964|CAIDA_class|Enterpise
53965|CAIDA_class|Enterpise
53966|CAIDA_class|Enterpise
53967|CAIDA_class|Enterpise
53968|CAIDA_class|Enterpise
53970|CAIDA_class|Enterpise
53972|CAIDA_class|Enterpise
53973|CAIDA_class|Enterpise
53974|CAIDA_class|Content
53975|CAIDA_class|Enterpise
53978|CAIDA_class|Enterpise
53979|CAIDA_class|Enterpise
53980|CAIDA_class|Enterpise
53981|CAIDA_class|Enterpise
53982|CAIDA_class|Enterpise
53983|CAIDA_class|Transit/Access
53984|CAIDA_class|Enterpise
53985|CAIDA_class|Enterpise
53986|CAIDA_class|Enterpise
53987|CAIDA_class|Enterpise
53989|CAIDA_class|Transit/Access
53990|CAIDA_class|Enterpise
53991|CAIDA_class|Enterpise
53993|CAIDA_class|Enterpise
53995|CAIDA_class|Enterpise
53996|CAIDA_class|Enterpise
53998|CAIDA_class|Enterpise
53999|CAIDA_class|Transit/Access
54001|CAIDA_class|Enterpise
54002|peerDB_class|Transit/Access
54003|CAIDA_class|Enterpise
54005|CAIDA_class|Enterpise
54006|CAIDA_class|Transit/Access
54007|CAIDA_class|Enterpise
54008|CAIDA_class|Enterpise
54010|CAIDA_class|Enterpise
54011|CAIDA_class|Enterpise
54012|CAIDA_class|Enterpise
54013|CAIDA_class|Enterpise
54014|CAIDA_class|Enterpise
54015|CAIDA_class|Enterpise
54017|CAIDA_class|Enterpise
54018|CAIDA_class|Enterpise
54020|CAIDA_class|Content
54022|CAIDA_class|Enterpise
54023|CAIDA_class|Enterpise
54024|CAIDA_class|Enterpise
54025|CAIDA_class|Enterpise
54026|CAIDA_class|Enterpise
54030|CAIDA_class|Enterpise
54031|CAIDA_class|Enterpise
54032|CAIDA_class|Transit/Access
54034|CAIDA_class|Transit/Access
54035|CAIDA_class|Enterpise
54036|CAIDA_class|Enterpise
54037|CAIDA_class|Enterpise
54038|CAIDA_class|Transit/Access
54039|peerDB_class|Transit/Access
54040|CAIDA_class|Transit/Access
54041|CAIDA_class|Enterpise
54042|peerDB_class|Enterpise
54043|CAIDA_class|Enterpise
54044|CAIDA_class|Transit/Access
54045|CAIDA_class|Transit/Access
54046|peerDB_class|Content
54047|CAIDA_class|Enterpise
54048|CAIDA_class|Transit/Access
54050|CAIDA_class|Enterpise
54051|CAIDA_class|Enterpise
54053|CAIDA_class|Enterpise
54054|CAIDA_class|Enterpise
54055|CAIDA_class|Enterpise
54056|CAIDA_class|Transit/Access
54057|CAIDA_class|Transit/Access
54058|CAIDA_class|Enterpise
54059|CAIDA_class|Enterpise
54060|CAIDA_class|Transit/Access
54061|CAIDA_class|Transit/Access
54066|CAIDA_class|Enterpise
54067|CAIDA_class|Enterpise
54068|CAIDA_class|Enterpise
54069|CAIDA_class|Enterpise
54070|CAIDA_class|Enterpise
54071|CAIDA_class|Enterpise
54072|CAIDA_class|Transit/Access
54073|CAIDA_class|Enterpise
54075|CAIDA_class|Transit/Access
54076|CAIDA_class|Enterpise
54077|CAIDA_class|Enterpise
54078|CAIDA_class|Enterpise
54079|CAIDA_class|Enterpise
54081|CAIDA_class|Enterpise
54084|CAIDA_class|Enterpise
54085|CAIDA_class|Enterpise
54086|CAIDA_class|Enterpise
54087|CAIDA_class|Enterpise
54089|CAIDA_class|Enterpise
54090|CAIDA_class|Enterpise
54091|CAIDA_class|Enterpise
54092|CAIDA_class|Enterpise
54093|CAIDA_class|Enterpise
54098|CAIDA_class|Transit/Access
54099|CAIDA_class|Enterpise
54100|CAIDA_class|Enterpise
54101|CAIDA_class|Enterpise
54102|CAIDA_class|Enterpise
54103|CAIDA_class|Enterpise
54104|CAIDA_class|Transit/Access
54105|CAIDA_class|Enterpise
54106|CAIDA_class|Enterpise
54107|CAIDA_class|Enterpise
54108|CAIDA_class|Enterpise
54110|CAIDA_class|Transit/Access
54111|CAIDA_class|Enterpise
54113|peerDB_class|Content
54114|CAIDA_class|Enterpise
54115|CAIDA_class|Transit/Access
54116|CAIDA_class|Enterpise
54118|CAIDA_class|Enterpise
54119|peerDB_class|Transit/Access
54120|CAIDA_class|Enterpise
54121|CAIDA_class|Enterpise
54123|CAIDA_class|Enterpise
54124|CAIDA_class|Enterpise
54125|CAIDA_class|Enterpise
54127|CAIDA_class|Enterpise
54128|CAIDA_class|Enterpise
54129|CAIDA_class|Enterpise
54130|CAIDA_class|Enterpise
54132|CAIDA_class|Enterpise
54134|CAIDA_class|Enterpise
54135|CAIDA_class|Enterpise
54138|CAIDA_class|Enterpise
54140|CAIDA_class|Enterpise
54141|CAIDA_class|Enterpise
54142|CAIDA_class|Transit/Access
54143|CAIDA_class|Enterpise
54144|CAIDA_class|Enterpise
54147|CAIDA_class|Enterpise
54148|CAIDA_class|Enterpise
54149|CAIDA_class|Enterpise
54152|CAIDA_class|Enterpise
54154|peerDB_class|Transit/Access
54155|CAIDA_class|Transit/Access
54156|CAIDA_class|Enterpise
54157|CAIDA_class|Enterpise
54159|CAIDA_class|Enterpise
54160|CAIDA_class|Enterpise
54162|CAIDA_class|Enterpise
54164|CAIDA_class|Transit/Access
54167|CAIDA_class|Enterpise
54169|CAIDA_class|Enterpise
54170|CAIDA_class|Enterpise
54173|CAIDA_class|Enterpise
54174|CAIDA_class|Enterpise
54175|CAIDA_class|Enterpise
54176|peerDB_class|Transit/Access
54177|CAIDA_class|Transit/Access
54178|CAIDA_class|Enterpise
54179|CAIDA_class|Transit/Access
54180|CAIDA_class|Enterpise
54181|CAIDA_class|Enterpise
54182|peerDB_class|Transit/Access
54183|peerDB_class|Content
54184|CAIDA_class|Enterpise
54185|CAIDA_class|Enterpise
54186|CAIDA_class|Enterpise
54187|CAIDA_class|Enterpise
54189|CAIDA_class|Enterpise
54190|CAIDA_class|Transit/Access
54191|CAIDA_class|Enterpise
54193|CAIDA_class|Enterpise
54194|CAIDA_class|Transit/Access
54195|CAIDA_class|Enterpise
54196|CAIDA_class|Enterpise
54197|CAIDA_class|Enterpise
54198|CAIDA_class|Transit/Access
54201|CAIDA_class|Transit/Access
54203|peerDB_class|Transit/Access
54204|CAIDA_class|Enterpise
54205|CAIDA_class|Enterpise
54206|CAIDA_class|Enterpise
54207|CAIDA_class|Transit/Access
54208|CAIDA_class|Enterpise
54209|CAIDA_class|Enterpise
54210|peerDB_class|Content
54212|CAIDA_class|Enterpise
54214|CAIDA_class|Enterpise
54215|CAIDA_class|Enterpise
54216|CAIDA_class|Enterpise
54217|CAIDA_class|Enterpise
54219|CAIDA_class|Transit/Access
54220|CAIDA_class|Enterpise
54221|CAIDA_class|Enterpise
54222|CAIDA_class|Enterpise
54223|CAIDA_class|Enterpise
54224|CAIDA_class|Enterpise
54225|peerDB_class|Transit/Access
54226|CAIDA_class|Enterpise
54227|CAIDA_class|Enterpise
54228|CAIDA_class|Transit/Access
54229|CAIDA_class|Enterpise
54230|CAIDA_class|Enterpise
54231|CAIDA_class|Enterpise
54232|CAIDA_class|Enterpise
54233|CAIDA_class|Enterpise
54234|CAIDA_class|Transit/Access
54235|CAIDA_class|Transit/Access
54236|CAIDA_class|Enterpise
54239|CAIDA_class|Enterpise
54240|CAIDA_class|Transit/Access
54242|CAIDA_class|Enterpise
54243|CAIDA_class|Enterpise
54244|CAIDA_class|Enterpise
54245|CAIDA_class|Enterpise
54246|CAIDA_class|Enterpise
54247|CAIDA_class|Enterpise
54248|CAIDA_class|Transit/Access
54249|CAIDA_class|Enterpise
54250|CAIDA_class|Enterpise
54251|CAIDA_class|Enterpise
54252|CAIDA_class|Enterpise
54253|CAIDA_class|Enterpise
54255|CAIDA_class|Enterpise
54257|CAIDA_class|Transit/Access
54259|CAIDA_class|Enterpise
54261|CAIDA_class|Enterpise
54262|CAIDA_class|Enterpise
54263|CAIDA_class|Enterpise
54264|CAIDA_class|Enterpise
54265|CAIDA_class|Enterpise
54266|CAIDA_class|Enterpise
54267|CAIDA_class|Enterpise
54268|CAIDA_class|Enterpise
54269|CAIDA_class|Enterpise
54270|CAIDA_class|Enterpise
54271|CAIDA_class|Enterpise
54273|CAIDA_class|Enterpise
54274|CAIDA_class|Enterpise
54276|CAIDA_class|Enterpise
54277|CAIDA_class|Enterpise
54278|CAIDA_class|Enterpise
54279|CAIDA_class|Enterpise
54280|CAIDA_class|Enterpise
54282|CAIDA_class|Enterpise
54283|CAIDA_class|Enterpise
54284|CAIDA_class|Enterpise
54286|CAIDA_class|Enterpise
54287|CAIDA_class|Enterpise
54288|CAIDA_class|Content
54289|CAIDA_class|Enterpise
54290|CAIDA_class|Content
54291|CAIDA_class|Transit/Access
54292|CAIDA_class|Enterpise
54293|CAIDA_class|Enterpise
54294|CAIDA_class|Enterpise
54296|CAIDA_class|Transit/Access
54297|CAIDA_class|Enterpise
54298|CAIDA_class|Enterpise
54300|peerDB_class|Enterpise
54301|CAIDA_class|Transit/Access
54302|CAIDA_class|Enterpise
54303|CAIDA_class|Enterpise
54304|CAIDA_class|Transit/Access
54305|CAIDA_class|Enterpise
54306|CAIDA_class|Enterpise
54307|CAIDA_class|Enterpise
54308|CAIDA_class|Transit/Access
54309|CAIDA_class|Enterpise
54310|CAIDA_class|Enterpise
54311|CAIDA_class|Enterpise
54312|peerDB_class|Content
54313|CAIDA_class|Enterpise
54314|CAIDA_class|Enterpise
54315|CAIDA_class|Enterpise
54316|CAIDA_class|Enterpise
54317|CAIDA_class|Enterpise
54318|CAIDA_class|Enterpise
54319|CAIDA_class|Transit/Access
54321|CAIDA_class|Enterpise
54322|CAIDA_class|Enterpise
54323|CAIDA_class|Enterpise
54325|CAIDA_class|Enterpise
54326|CAIDA_class|Transit/Access
54327|peerDB_class|Transit/Access
54328|CAIDA_class|Transit/Access
54329|peerDB_class|Transit/Access
54330|CAIDA_class|Enterpise
54331|CAIDA_class|Enterpise
54332|CAIDA_class|Enterpise
54333|CAIDA_class|Enterpise
54334|CAIDA_class|Enterpise
54335|CAIDA_class|Enterpise
54337|CAIDA_class|Enterpise
54338|CAIDA_class|Enterpise
54340|CAIDA_class|Enterpise
54341|CAIDA_class|Enterpise
54342|CAIDA_class|Transit/Access
54343|CAIDA_class|Enterpise
54345|CAIDA_class|Enterpise
54346|CAIDA_class|Enterpise
54347|CAIDA_class|Enterpise
54348|CAIDA_class|Enterpise
54349|CAIDA_class|Enterpise
54350|CAIDA_class|Enterpise
54351|CAIDA_class|Enterpise
54352|CAIDA_class|Enterpise
54353|CAIDA_class|Enterpise
54354|CAIDA_class|Enterpise
54355|CAIDA_class|Enterpise
54357|CAIDA_class|Enterpise
54358|CAIDA_class|Enterpise
54359|peerDB_class|Transit/Access
54360|CAIDA_class|Enterpise
54362|CAIDA_class|Enterpise
54363|CAIDA_class|Enterpise
54365|CAIDA_class|Enterpise
54367|CAIDA_class|Enterpise
54368|CAIDA_class|Enterpise
54370|CAIDA_class|Enterpise
54371|CAIDA_class|Enterpise
54372|CAIDA_class|Enterpise
54373|CAIDA_class|Transit/Access
54375|CAIDA_class|Enterpise
54376|peerDB_class|Transit/Access
54377|CAIDA_class|Enterpise
54378|CAIDA_class|Enterpise
54380|peerDB_class|Transit/Access
54381|CAIDA_class|Enterpise
54382|CAIDA_class|Enterpise
54383|CAIDA_class|Enterpise
54384|CAIDA_class|Enterpise
54385|CAIDA_class|Enterpise
54388|CAIDA_class|Transit/Access
54389|CAIDA_class|Enterpise
54390|CAIDA_class|Enterpise
54391|CAIDA_class|Enterpise
54393|CAIDA_class|Enterpise
54395|CAIDA_class|Enterpise
54396|CAIDA_class|Enterpise
54397|CAIDA_class|Enterpise
54399|CAIDA_class|Enterpise
54400|CAIDA_class|Transit/Access
54401|CAIDA_class|Enterpise
54403|CAIDA_class|Enterpise
54406|CAIDA_class|Enterpise
54407|CAIDA_class|Enterpise
54408|CAIDA_class|Enterpise
54409|CAIDA_class|Enterpise
54410|CAIDA_class|Enterpise
54411|CAIDA_class|Enterpise
54412|CAIDA_class|Transit/Access
54413|CAIDA_class|Enterpise
54415|peerDB_class|Enterpise
54416|CAIDA_class|Enterpise
54417|CAIDA_class|Transit/Access
54419|CAIDA_class|Enterpise
54420|CAIDA_class|Enterpise
54421|CAIDA_class|Enterpise
54423|CAIDA_class|Enterpise
54424|CAIDA_class|Enterpise
54425|CAIDA_class|Enterpise
54426|CAIDA_class|Enterpise
54428|CAIDA_class|Enterpise
54429|CAIDA_class|Enterpise
54430|CAIDA_class|Enterpise
54431|CAIDA_class|Enterpise
54432|CAIDA_class|Enterpise
54434|CAIDA_class|Transit/Access
54436|CAIDA_class|Enterpise
54437|CAIDA_class|Enterpise
54438|CAIDA_class|Enterpise
54439|CAIDA_class|Enterpise
54440|CAIDA_class|Enterpise
54441|CAIDA_class|Enterpise
54442|CAIDA_class|Enterpise
54444|peerDB_class|Transit/Access
54445|CAIDA_class|Enterpise
54446|CAIDA_class|Enterpise
54447|CAIDA_class|Enterpise
54448|CAIDA_class|Transit/Access
54449|CAIDA_class|Enterpise
54450|CAIDA_class|Enterpise
54451|CAIDA_class|Enterpise
54452|CAIDA_class|Enterpise
54453|CAIDA_class|Enterpise
54454|CAIDA_class|Transit/Access
54455|CAIDA_class|Content
54456|CAIDA_class|Content
54458|CAIDA_class|Transit/Access
54459|CAIDA_class|Enterpise
54461|CAIDA_class|Enterpise
54462|CAIDA_class|Enterpise
54463|CAIDA_class|Enterpise
54464|CAIDA_class|Enterpise
54465|CAIDA_class|Transit/Access
54466|CAIDA_class|Enterpise
54467|CAIDA_class|Transit/Access
54468|CAIDA_class|Enterpise
54469|CAIDA_class|Enterpise
54470|CAIDA_class|Enterpise
54471|CAIDA_class|Transit/Access
54472|CAIDA_class|Enterpise
54473|CAIDA_class|Transit/Access
54475|CAIDA_class|Enterpise
54476|CAIDA_class|Enterpise
54477|CAIDA_class|Enterpise
54480|CAIDA_class|Enterpise
54481|CAIDA_class|Enterpise
54482|CAIDA_class|Enterpise
54483|CAIDA_class|Transit/Access
54485|CAIDA_class|Enterpise
54487|CAIDA_class|Enterpise
54488|CAIDA_class|Enterpise
54489|CAIDA_class|Content
54490|CAIDA_class|Enterpise
54491|CAIDA_class|Enterpise
54492|CAIDA_class|Enterpise
54493|CAIDA_class|Enterpise
54496|CAIDA_class|Enterpise
54497|CAIDA_class|Enterpise
54498|CAIDA_class|Enterpise
54499|CAIDA_class|Enterpise
54500|CAIDA_class|Enterpise
54501|CAIDA_class|Enterpise
54503|CAIDA_class|Enterpise
54505|CAIDA_class|Enterpise
54506|CAIDA_class|Enterpise
54507|CAIDA_class|Transit/Access
54508|CAIDA_class|Enterpise
54509|CAIDA_class|Transit/Access
54511|CAIDA_class|Enterpise
54512|CAIDA_class|Transit/Access
54513|CAIDA_class|Enterpise
54514|CAIDA_class|Enterpise
54515|CAIDA_class|Enterpise
54516|CAIDA_class|Enterpise
54517|CAIDA_class|Enterpise
54518|CAIDA_class|Enterpise
54519|CAIDA_class|Transit/Access
54520|CAIDA_class|Enterpise
54521|CAIDA_class|Transit/Access
54522|CAIDA_class|Enterpise
54523|peerDB_class|Transit/Access
54524|CAIDA_class|Enterpise
54525|CAIDA_class|Enterpise
54526|CAIDA_class|Enterpise
54527|peerDB_class|Content
54529|CAIDA_class|Enterpise
54530|CAIDA_class|Enterpise
54531|CAIDA_class|Transit/Access
54533|CAIDA_class|Transit/Access
54536|CAIDA_class|Enterpise
54537|peerDB_class|Content
54538|CAIDA_class|Enterpise
54539|CAIDA_class|Enterpise
54540|peerDB_class|Content
54541|CAIDA_class|Enterpise
54542|CAIDA_class|Enterpise
54543|CAIDA_class|Transit/Access
54545|CAIDA_class|Enterpise
54546|CAIDA_class|Enterpise
54547|CAIDA_class|Enterpise
54548|CAIDA_class|Content
54549|CAIDA_class|Enterpise
54550|CAIDA_class|Enterpise
54552|CAIDA_class|Enterpise
54553|CAIDA_class|Enterpise
54554|CAIDA_class|Enterpise
54555|CAIDA_class|Content
54556|CAIDA_class|Enterpise
54558|CAIDA_class|Enterpise
54559|CAIDA_class|Enterpise
54560|CAIDA_class|Enterpise
54562|CAIDA_class|Transit/Access
54563|CAIDA_class|Enterpise
54565|CAIDA_class|Enterpise
54566|CAIDA_class|Enterpise
54567|CAIDA_class|Enterpise
54571|CAIDA_class|Enterpise
54573|CAIDA_class|Enterpise
54575|CAIDA_class|Enterpise
54576|CAIDA_class|Enterpise
54577|CAIDA_class|Enterpise
54578|CAIDA_class|Transit/Access
54583|CAIDA_class|Enterpise
54584|CAIDA_class|Enterpise
54585|CAIDA_class|Enterpise
54586|CAIDA_class|Enterpise
54588|CAIDA_class|Enterpise
54589|CAIDA_class|Enterpise
54590|CAIDA_class|Enterpise
54591|CAIDA_class|Enterpise
54592|CAIDA_class|Enterpise
54593|CAIDA_class|Enterpise
54595|CAIDA_class|Enterpise
54596|CAIDA_class|Enterpise
54598|CAIDA_class|Enterpise
54599|CAIDA_class|Enterpise
54600|CAIDA_class|Transit/Access
54601|CAIDA_class|Enterpise
54602|CAIDA_class|Enterpise
54603|CAIDA_class|Enterpise
54605|CAIDA_class|Transit/Access
54606|CAIDA_class|Enterpise
54607|CAIDA_class|Transit/Access
54611|peerDB_class|Content
54614|CAIDA_class|Transit/Access
54615|CAIDA_class|Enterpise
54617|CAIDA_class|Enterpise
54618|CAIDA_class|Enterpise
54619|CAIDA_class|Enterpise
54620|CAIDA_class|Enterpise
54624|CAIDA_class|Transit/Access
54625|CAIDA_class|Enterpise
54626|CAIDA_class|Enterpise
54627|CAIDA_class|Transit/Access
54628|CAIDA_class|Enterpise
54629|CAIDA_class|Enterpise
54630|CAIDA_class|Enterpise
54632|CAIDA_class|Transit/Access
54633|CAIDA_class|Enterpise
54634|CAIDA_class|Transit/Access
54635|CAIDA_class|Enterpise
54636|CAIDA_class|Enterpise
54637|CAIDA_class|Enterpise
54638|CAIDA_class|Enterpise
54639|CAIDA_class|Enterpise
54640|CAIDA_class|Transit/Access
54641|CAIDA_class|Content
54642|CAIDA_class|Enterpise
54643|peerDB_class|Content
54645|CAIDA_class|Enterpise
54646|CAIDA_class|Transit/Access
54648|CAIDA_class|Transit/Access
54649|CAIDA_class|Enterpise
54650|CAIDA_class|Transit/Access
54651|CAIDA_class|Enterpise
54652|peerDB_class|Content
54653|CAIDA_class|Transit/Access
54654|CAIDA_class|Transit/Access
54655|CAIDA_class|Enterpise
54656|CAIDA_class|Enterpise
54657|CAIDA_class|Enterpise
54658|CAIDA_class|Transit/Access
54659|CAIDA_class|Enterpise
54660|CAIDA_class|Enterpise
54661|CAIDA_class|Transit/Access
54662|CAIDA_class|Enterpise
54663|CAIDA_class|Enterpise
54664|CAIDA_class|Enterpise
54665|peerDB_class|Transit/Access
54666|peerDB_class|Enterpise
54667|CAIDA_class|Enterpise
54668|CAIDA_class|Enterpise
54670|CAIDA_class|Transit/Access
54671|CAIDA_class|Enterpise
54672|CAIDA_class|Enterpise
54673|CAIDA_class|Enterpise
54675|CAIDA_class|Enterpise
54676|CAIDA_class|Content
54677|CAIDA_class|Enterpise
54678|CAIDA_class|Enterpise
54680|CAIDA_class|Transit/Access
54681|CAIDA_class|Enterpise
54682|CAIDA_class|Transit/Access
54683|CAIDA_class|Enterpise
54684|CAIDA_class|Enterpise
54686|CAIDA_class|Enterpise
54687|CAIDA_class|Enterpise
54688|CAIDA_class|Enterpise
54689|CAIDA_class|Enterpise
54690|CAIDA_class|Transit/Access
54693|CAIDA_class|Enterpise
54695|CAIDA_class|Enterpise
54696|CAIDA_class|Enterpise
54697|CAIDA_class|Enterpise
54698|CAIDA_class|Enterpise
54699|CAIDA_class|Enterpise
54700|CAIDA_class|Enterpise
54701|CAIDA_class|Enterpise
54702|CAIDA_class|Enterpise
54704|CAIDA_class|Enterpise
54705|CAIDA_class|Enterpise
54707|CAIDA_class|Transit/Access
54708|CAIDA_class|Enterpise
54709|CAIDA_class|Enterpise
54710|CAIDA_class|Enterpise
54711|CAIDA_class|Transit/Access
54712|CAIDA_class|Enterpise
54713|CAIDA_class|Transit/Access
54714|CAIDA_class|Enterpise
54717|CAIDA_class|Enterpise
54718|CAIDA_class|Content
54719|CAIDA_class|Enterpise
54720|CAIDA_class|Transit/Access
54722|CAIDA_class|Enterpise
54723|CAIDA_class|Enterpise
54725|CAIDA_class|Enterpise
54726|CAIDA_class|Transit/Access
54728|CAIDA_class|Transit/Access
54730|CAIDA_class|Enterpise
54731|CAIDA_class|Enterpise
54732|CAIDA_class|Enterpise
54733|CAIDA_class|Enterpise
54735|CAIDA_class|Transit/Access
54736|CAIDA_class|Enterpise
54737|CAIDA_class|Enterpise
54738|CAIDA_class|Enterpise
54739|CAIDA_class|Enterpise
54740|CAIDA_class|Enterpise
54741|CAIDA_class|Enterpise
54743|CAIDA_class|Enterpise
54744|CAIDA_class|Enterpise
54745|CAIDA_class|Enterpise
54746|CAIDA_class|Enterpise
54747|CAIDA_class|Enterpise
54748|CAIDA_class|Enterpise
54749|CAIDA_class|Transit/Access
54750|CAIDA_class|Content
54751|CAIDA_class|Enterpise
54752|CAIDA_class|Enterpise
54753|CAIDA_class|Transit/Access
54754|CAIDA_class|Enterpise
54755|CAIDA_class|Transit/Access
54756|CAIDA_class|Transit/Access
54758|CAIDA_class|Enterpise
54759|CAIDA_class|Transit/Access
54760|CAIDA_class|Enterpise
54761|CAIDA_class|Enterpise
54762|CAIDA_class|Enterpise
54763|CAIDA_class|Enterpise
54764|CAIDA_class|Enterpise
54765|CAIDA_class|Enterpise
54767|CAIDA_class|Enterpise
54768|CAIDA_class|Enterpise
54769|CAIDA_class|Enterpise
54770|CAIDA_class|Enterpise
54771|CAIDA_class|Transit/Access
54772|CAIDA_class|Enterpise
54774|CAIDA_class|Enterpise
54775|CAIDA_class|Enterpise
54776|CAIDA_class|Transit/Access
54777|CAIDA_class|Transit/Access
54778|CAIDA_class|Enterpise
54780|CAIDA_class|Enterpise
54782|CAIDA_class|Content
54783|CAIDA_class|Enterpise
54784|CAIDA_class|Enterpise
54785|CAIDA_class|Enterpise
54786|CAIDA_class|Transit/Access
54787|CAIDA_class|Enterpise
54788|CAIDA_class|Enterpise
54790|CAIDA_class|Enterpise
54792|CAIDA_class|Enterpise
54793|CAIDA_class|Enterpise
54794|CAIDA_class|Enterpise
54795|CAIDA_class|Enterpise
54796|CAIDA_class|Enterpise
54797|CAIDA_class|Enterpise
54798|CAIDA_class|Enterpise
54799|CAIDA_class|Enterpise
54800|CAIDA_class|Enterpise
54801|CAIDA_class|Enterpise
54803|CAIDA_class|Enterpise
54804|CAIDA_class|Transit/Access
54806|CAIDA_class|Transit/Access
54807|CAIDA_class|Enterpise
54808|CAIDA_class|Enterpise
54809|CAIDA_class|Transit/Access
54814|CAIDA_class|Transit/Access
54815|CAIDA_class|Transit/Access
54816|CAIDA_class|Transit/Access
54817|CAIDA_class|Enterpise
54818|CAIDA_class|Enterpise
54819|CAIDA_class|Enterpise
54821|CAIDA_class|Transit/Access
54822|CAIDA_class|Enterpise
54823|CAIDA_class|Enterpise
54824|CAIDA_class|Enterpise
54825|peerDB_class|Content
54826|CAIDA_class|Enterpise
54827|CAIDA_class|Enterpise
54828|CAIDA_class|Enterpise
54829|peerDB_class|Transit/Access
54830|CAIDA_class|Enterpise
54832|CAIDA_class|Enterpise
54833|CAIDA_class|Enterpise
54834|CAIDA_class|Enterpise
54835|CAIDA_class|Enterpise
54836|CAIDA_class|Enterpise
54837|CAIDA_class|Enterpise
54838|CAIDA_class|Transit/Access
54839|CAIDA_class|Content
54840|CAIDA_class|Enterpise
54841|peerDB_class|Transit/Access
54843|CAIDA_class|Enterpise
54845|CAIDA_class|Enterpise
54846|CAIDA_class|Transit/Access
54848|CAIDA_class|Enterpise
54849|CAIDA_class|Enterpise
54851|CAIDA_class|Enterpise
54853|CAIDA_class|Enterpise
54854|CAIDA_class|Enterpise
54855|CAIDA_class|Enterpise
54857|CAIDA_class|Enterpise
54858|CAIDA_class|Transit/Access
54859|CAIDA_class|Enterpise
54860|CAIDA_class|Enterpise
54864|CAIDA_class|Transit/Access
54865|CAIDA_class|Enterpise
54866|CAIDA_class|Enterpise
54867|CAIDA_class|Transit/Access
54868|CAIDA_class|Enterpise
54869|CAIDA_class|Transit/Access
